ip_match,device_match,hour_deviation,failed_attempts,geo_risk,browser_change,label
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,0,1,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,0,0,0,0,0
1,1,0,1,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,0,1,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,0,0,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,0,1,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,0,1,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,0,1,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,0,1,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,0,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,0,1,0,0,0
1,1,0,0,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,2,0,0,0,0
1,1,2,0,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,0
1,1,1,1,0,0,0
1,1,2,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
1,1,2,1,0,0,0
1,1,2,1,0,0,0
1,1,0,1,0,0,0
1,1,1,0,0,0,0
1,1,0,1,0,0,0
1,1,1,0,0,0,0
1,1,0,0,0,0,0
1,1,0,0,0,0,0
1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,2,0,0,0,0
1,1,2,1,0,0,0
1,1,0,0,0,0,0
0,1,7,5,0,1,1
0,1,8,5,1,1,1
1,0,8,3,1,1,1
0,0,12,5,1,1,1
1,1,11,3,0,0,1
0,0,12,4,1,0,1
1,1,6,4,0,0,1
0,0,7,5,0,0,1
0,0,5,5,0,1,1
1,0,8,5,0,1,1
0,0,10,2,1,1,1
0,0,5,4,1,0,1
1,0,12,2,0,0,1
0,0,7,5,0,1,1
0,0,6,2,0,1,1
1,1,12,2,0,1,1
1,1,5,3,1,0,1
0,0,5,4,0,1,1
0,1,6,4,0,0,1
0,0,5,5,1,1,1
1,0,10,2,1,0,1
1,1,6,4,0,0,1
0,1,10,3,1,1,1
1,0,7,3,0,1,1
0,0,8,2,0,0,1
0,0,11,5,1,0,1
1,0,9,4,0,1,1
0,0,10,5,1,1,1
0,0,7,5,1,1,1
0,1,9,2,1,1,1
0,0,7,4,1,0,1
0,0,9,4,1,1,1
0,1,12,4,1,0,1
1,0,11,4,1,0,1
0,1,11,4,1,0,1
0,0,12,2,0,0,1
0,1,10,4,1,0,1
1,0,12,4,1,1,1
0,1,7,4,1,1,1
1,0,8,2,0,0,1
0,1,11,2,1,1,1
1,0,8,4,1,1,1
0,0,7,2,1,0,1
1,0,6,4,1,1,1
1,0,9,4,0,0,1
0,1,8,2,0,0,1
0,0,5,4,1,1,1
0,1,7,2,0,1,1
0,1,12,5,1,0,1
0,0,6,5,1,1,1
0,1,7,3,1,0,1
0,1,7,4,0,0,1
0,1,8,4,1,1,1
0,0,8,4,0,1,1
1,1,6,3,1,0,1
0,1,10,2,0,0,1
0,1,9,3,1,1,1
1,1,5,5,1,1,1
1,0,12,3,1,1,1
0,0,6,2,0,1,1
0,0,12,3,1,0,1
0,1,10,4,1,0,1
0,1,6,4,0,1,1
0,0,12,3,0,0,1
0,0,11,5,0,0,1
0,1,10,3,0,1,1
1,0,12,4,1,0,1
0,0,12,3,0,1,1
0,0,9,5,1,1,1
0,1,5,2,1,0,1
0,1,10,5,1,0,1
0,0,8,4,1,1,1
0,0,12,4,1,0,1
0,0,11,4,1,1,1
0,0,11,2,0,0,1
0,1,10,5,1,1,1
0,1,7,4,1,1,1
0,0,9,4,1,1,1
1,1,9,5,0,1,1
0,1,6,5,1,1,1
1,1,5,5,1,0,1
1,0,12,3,1,1,1
0,1,8,2,1,0,1
0,0,12,4,1,0,1
0,1,8,5,1,1,1
1,1,5,3,1,0,1
1,0,12,5,1,0,1
0,1,10,4,1,1,1
1,0,8,3,1,1,1
0,0,9,3,1,1,1
0,0,10,4,1,0,1
1,1,11,5,1,0,1
0,0,9,2,1,1,1
1,0,12,3,0,1,1
1,1,9,3,0,0,1
0,0,8,3,0,0,1
0,0,12,2,1,0,1
0,1,7,5,1,1,1
0,1,8,4,1,1,1
1,0,6,3,1,0,1
0,0,7,2,1,1,1
0,1,9,2,0,1,1
1,1,6,4,1,1,1
1,1,12,3,1,1,1
0,0,6,4,0,1,1
1,0,7,2,1,1,1
0,1,8,3,1,1,1
0,1,10,2,1,0,1
0,0,12,4,0,0,1
0,0,8,5,1,1,1
0,1,5,4,1,1,1
1,0,5,2,1,1,1
0,0,9,2,1,1,1
0,1,8,3,0,1,1
0,0,10,5,1,1,1
1,1,8,3,1,0,1
1,0,10,2,1,0,1
0,1,8,3,0,1,1
1,0,6,3,1,1,1
0,1,12,2,1,0,1
1,0,12,2,1,1,1
1,0,5,5,1,0,1
1,0,6,2,1,1,1
1,0,5,2,1,0,1
0,0,7,3,1,1,1
0,0,12,5,1,0,1
1,1,7,4,0,0,1
1,0,7,3,0,0,1
0,0,11,5,0,0,1
0,0,7,4,0,0,1
0,1,11,2,0,0,1
0,0,5,5,1,0,1
0,1,5,5,1,0,1
1,0,5,3,1,1,1
0,1,10,4,0,1,1
0,1,8,5,1,1,1
0,1,7,5,1,1,1
0,0,11,4,1,1,1
0,0,9,5,0,1,1
0,0,9,3,1,0,1
1,0,11,3,1,0,1
0,0,10,2,1,1,1
0,1,8,2,1,1,1
1,1,5,2,0,0,1
0,0,10,4,0,0,1
0,1,6,5,0,0,1
0,0,10,4,1,1,1
1,1,10,4,1,1,1
1,0,12,2,1,1,1
0,0,10,4,1,0,1
1,0,7,2,1,1,1
0,0,8,4,0,1,1
1,0,12,4,1,1,1
1,1,12,5,0,1,1
0,0,12,3,1,0,1
1,0,6,2,0,1,1
0,1,8,2,1,0,1
0,0,12,4,0,1,1
1,0,5,2,1,1,1
0,0,9,4,0,1,1
0,0,6,3,0,0,1
1,1,9,4,1,1,1
0,0,11,5,1,0,1
1,0,9,2,1,0,1
0,0,11,5,1,1,1
0,1,5,3,0,1,1
0,1,10,2,1,0,1
0,0,12,4,0,0,1
1,0,5,3,1,0,1
0,1,7,5,0,1,1
0,1,8,5,1,1,1
0,1,7,2,1,1,1
0,0,11,3,0,1,1
1,1,11,4,0,1,1
0,0,8,4,1,1,1
0,0,11,2,1,1,1
0,1,6,2,1,0,1
0,1,7,5,1,1,1
0,0,5,4,1,1,1
0,0,7,2,0,1,1
0,1,11,2,0,0,1
0,1,6,4,1,0,1
0,0,11,2,1,0,1
1,1,7,5,0,0,1
0,0,9,5,0,0,1
0,0,9,5,1,1,1
0,0,9,3,1,1,1
1,1,8,5,0,0,1
0,0,11,4,1,1,1
0,0,10,5,1,0,1
0,0,8,5,1,0,1
0,0,9,5,1,0,1
0,0,9,5,1,0,1
1,0,7,2,1,1,1
